id,sentence,flesch_reading_ease,polysyllable_count,coleman_liau_index,freqlemfilms2_mean,freqlemfilms2_median,freqlemfilms2_max,freqlemfilms2_min,freqlemfilms2_25%,freqlemfilms2_75%,freqlemlivres_mean,freqlemlivres_median,freqlemlivres_max,freqlemlivres_min,freqlemlivres_25%,freqlemlivres_75%,freqfilms2_mean,freqfilms2_median,freqfilms2_max,freqfilms2_min,freqfilms2_25%,freqfilms2_75%,nblettres_mean,nblettres_median,nblettres_max,nblettres_min,nblettres_25%,nblettres_75%,nbsyll_mean,nbsyll_median,nbsyll_max,nbsyll_min,nbsyll_25%,nbsyll_75%
897,"Devant la paroi rocheuse escarpée, les petites maisons blanches et les cabanes rouges de pêcheur formaient comme un collier de perles.",75.29,1,13.63,5352.195238095238,208.19,25220.86,0.14,15.36,8720.38,8211.48380952381,575.34,38928.92,2.64,29.46,14662.3,5263.27619047619,35.44,25220.86,0.03,5.08,8720.38,5.333333333333333,6.0,9.0,2.0,3.0,7.0,1.5238095238095237,1.0,3.0,1.0,1.0,2.0
898,Marie et Laurent se furent téléphoné tous les jours dès les premières heures de l'aube.,96.1,1,9.56,5147.080714285714,1937.845,25220.86,60.49,259.6275,8558.845,7767.404285714286,2256.555,38928.92,3.92,374.445,12643.6675,4307.417857142857,360.54499999999996,25220.86,8.96,36.065,7243.727499999999,4.285714285714286,3.5,9.0,1.0,2.25,5.75,1.3571428571428572,1.0,4.0,1.0,1.0,1.0
899,Pourquoi tu n'as pas acheté cette antiquité ?,74.78,1,9.87,5101.888571428571,655.75,18188.15,4.92,150.185,8282.015,2016.6428571428569,297.64,8795.14,6.55,79.73,2428.855,5070.3,655.75,18188.15,2.12,41.025,8282.015,4.857142857142857,5.0,9.0,1.0,2.5,7.0,1.8571428571428572,1.0,4.0,1.0,1.0,2.5
900,"Il était temps pour eux de migrer vers l'Afrique, en attendant le prochain été.",89.75,1,8.23,9463.055000000002,3520.57,32236.5,0.83,244.66500000000002,13545.3025,8692.398571428572,3743.815,38928.92,0.14,554.8675000000001,15085.47,4999.129285714285,1036.135,25220.86,0.44,115.6375,6731.3325,4.0,3.5,9.0,1.0,2.0,5.0,1.4285714285714286,1.0,3.0,1.0,1.0,2.0
901,"L'oeuf pondu le vendredi saint préservait de la foudre, mangé il garantissait de la fièvre ou de la rage.",77.32,3,8.36,7877.565789473684,467.82,25220.86,5.41,22.369999999999997,14946.48,11830.291578947366,280.61,38928.92,3.92,20.1,23633.92,7852.527368421053,78.26,25220.86,0.11,14.02,14946.48,4.2105263157894735,2.0,12.0,1.0,2.0,5.5,1.4736842105263157,1.0,4.0,1.0,1.0,1.5
902,La sécheresse que connaît actuellement le France ne résulte pas seulement d'une météorologie défavorable mais découle aussi d'une politique de l'eau TM archaïque,51.18,5,17.29,5069.750952380952,78.26,25220.86,0.13,2.63,5179.05,5419.318571428572,70.34,38928.92,1.08,3.92,4463.72,4566.671428571429,78.26,25220.86,0.13,2.3,5179.05,5.666666666666667,5.0,12.0,1.0,2.0,9.0,2.0952380952380953,2.0,6.0,1.0,1.0,3.0
903,"International Business Machines Corporation, connue sous le sigle IBM, est une société multinationale américaine présente dans les domaines du matériel informatique, du logiciel et des services informatiques.",25.03,10,21.24,3587.5248148148153,75.46,32236.5,0.0,10.43,4526.645,4202.9307407407405,85.0,20879.73,0.07,2.5,7589.12,3063.1022222222227,25.15,19417.69,0.0,3.485,4526.645,6.592592592592593,7.0,14.0,2.0,3.0,8.0,2.259259259259259,2.0,5.0,1.0,1.0,3.0
904,Certaines espèces présentent une adaptation chromatique à la vie en eau profonde grâce à des variations du rapport phycoérythrine : phycocyanine.,46.86,5,18.39,3628.0783333333334,235.81,14946.48,0.02,57.709999999999994,5964.2025,5547.13111111111,300.775,23633.92,0.68,85.57249999999999,9374.119999999999,3607.3777777777777,203.09,14946.48,0.01,11.530000000000001,5964.2025,5.388888888888889,4.0,11.0,1.0,2.25,8.75,1.6666666666666667,1.0,4.0,1.0,1.0,2.0
905,C'était un saint homme.,107.26,0,2.9,3314.8075,581.6999999999999,12087.62,8.21,31.94,3864.5675,3754.3925,731.0799999999999,13550.68,4.73,48.665000000000006,4436.8075,3222.3275000000003,396.74,12087.62,8.21,11.33,3607.7375,3.25,3.5,5.0,1.0,1.75,5.0,1.0,1.0,1.0,1.0,1.0,1.0
906,C'était pour moi une question de vie ou de mort.,108.53,0,2.7,7258.905000000001,2629.815,25220.86,8.21,600.3425,7700.525000000001,9959.067,2153.715,38928.92,4.73,552.8525,8740.537499999999,7234.825000000002,2629.815,25220.86,8.21,525.7,7700.525000000001,3.2,3.0,8.0,1.0,2.0,3.75,1.1,1.0,2.0,1.0,1.0,1.0
907,Ces espérances l'avaient rendu très indulgent pour beaucoup de fautes que j'avais commises.,68.69,2,15.76,3132.0430769230766,508.81,25220.86,3.31,64.31,1589.92,4016.5069230769227,461.42,38928.92,2.91,27.36,1547.5,3020.8323076923075,78.26,25220.86,0.94,6.07,1589.92,4.923076923076923,4.0,10.0,1.0,3.0,8.0,1.5384615384615385,1.0,3.0,1.0,1.0,2.0
908,Où est la salle 33 ?,128.33,0,-5.49,12369.285,8561.865,32236.5,116.91,1662.165,19268.985,10250.8275,8576.789999999999,23633.92,215.81,1605.035,17222.5825,9005.4275,8246.46,19417.69,111.1,1187.605,16064.2825,3.0,2.5,5.0,2.0,2.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0
909,Je vais prendre le steak frites.,127.31,0,4.28,8593.775000000001,5953.3,25983.2,9.33,486.5275,12737.7625,5583.8516666666665,2160.675,18310.95,2.57,370.70750000000004,8860.810000000001,6960.591666666667,1055.38,25983.2,8.15,122.95249999999999,10650.817500000001,4.333333333333333,4.5,7.0,2.0,2.5,5.75,1.0,1.0,1.0,1.0,1.0,1.0
910,J'ai déjà mangé.,78.84,0,-2.38,404.67333333333335,467.82,681.89,64.31,266.065,574.855,328.5833333333333,280.61,702.23,2.91,141.76000000000002,491.42,268.87666666666667,64.31,681.89,60.43,62.370000000000005,373.1,3.3333333333333335,4.0,5.0,1.0,2.5,4.5,1.6666666666666667,2.0,2.0,1.0,1.5,2.0
911,On a commencé il y a un mois pour nous préparer petit à petit à la transition,79.35,3,3.25,7628.272941176469,7078.55,18559.22,3.68,1106.8,12190.4,8176.541176470587,4838.38,23633.92,8.78,1541.96,13550.68,6102.105882352941,6350.91,14946.48,3.45,573.72,12087.62,3.588235294117647,2.0,10.0,1.0,1.0,5.0,1.4705882352941178,1.0,3.0,1.0,1.0,2.0
912,Combien y a-t-il eu d'expéditions dans la forêt ?,81.12,1,7.21,6981.733,4502.57,18559.22,30.96,138.655,13485.0325,7030.553999999999,4756.625,23633.92,2.97,109.3575,11674.627499999999,4469.963,2507.4700000000003,14946.48,29.57,138.655,5927.83,2.6,2.0,7.0,1.0,1.0,3.5,1.2,1.0,2.0,1.0,1.0,1.0
913,"À bord de leur vaisseau, Rosco et le capitaine Jim ont pour mission de sauver l'univers d'un terroriste imprudemment décongelé",54.22,5,12.88,6439.131111111111,199.615,25220.86,0.34,78.67,12729.41,8676.38111111111,163.58,38928.92,0.34,6.047499999999999,16933.415,5457.165,126.845,25220.86,0.26,69.5975,10912.4375,4.833333333333333,4.0,12.0,1.0,2.0,7.75,1.7222222222222223,1.0,4.0,1.0,1.0,2.0
914,"Pour la plupart des observateurs, cela devait paraître une façon extrêmement imprudente et dangereuse de gérer une entreprise.",41.53,5,16.88,4793.553333333333,361.52,25220.86,0.01,27.7225,7700.525000000001,6796.899444444444,594.965,38928.92,0.07,22.2975,9587.97,4606.9622222222215,160.74,25220.86,0.01,14.844999999999999,7700.525000000001,5.944444444444445,5.0,12.0,2.0,3.0,9.5,2.0,2.0,4.0,1.0,1.0,2.75
915,"Après qu'il eut lu sa correspondance, il sortit faire une promenade",85.44,2,10.54,4235.939999999999,884.26,13572.4,5.71,151.57999999999998,8360.665,3886.823636363636,821.55,15832.09,1.55,191.455,5877.74,2352.2154545454546,82.12,13222.93,2.31,12.795,2006.125,4.818181818181818,3.0,14.0,2.0,2.0,5.5,1.5454545454545454,1.0,4.0,1.0,1.0,2.0
916,"Le berger pensa à sa femme, et descendit la montagne aussi vite que possible, car il avait peur d' être grondé parce qu'il était resté si longtemps absent.",75.54,1,8.48,4988.40857142857,1026.44,32236.5,3.49,166.56,9103.279999999999,5228.642857142856,831.79,23633.92,0.95,179.425,8076.567499999999,2876.2585714285715,443.67499999999995,14946.48,0.33,33.0875,1640.9099999999999,4.321428571428571,4.5,9.0,1.0,2.0,5.25,1.4642857142857142,1.0,3.0,1.0,1.0,2.0
917,Il y a une espèce de frénésie dans l'information,72.75,2,6.06,8234.66888888889,4658.59,25220.86,1.25,116.51,13222.93,9854.083333333332,8296.08,38928.92,3.92,141.69,12800.81,6876.913333333334,4658.59,25220.86,1.23,105.04,7907.85,3.111111111111111,2.0,8.0,1.0,1.0,4.0,1.3333333333333333,1.0,3.0,1.0,1.0,1.0
918,"Et chaque année, 2 500 Français créent un gîte rural, une aventure pourtant risquée.",89.75,0,10.32,2818.630833333334,98.1,12909.08,1.19,39.71,2214.15,3816.9816666666666,337.19500000000005,20879.73,3.51,77.345,2761.7549999999997,2786.0300000000007,62.79,12909.08,0.37,1.5225,2161.6800000000003,5.333333333333333,5.5,8.0,2.0,3.75,7.25,1.5833333333333333,1.5,3.0,1.0,1.0,2.0
919,"Les épines déchirèrent ses pieds ; des rameaux pointus le blessèrent au visage ; il souffrit tour à tour de l'écrasant soleil et de la bise glacée, pensa mourir de faim, de soif et de fatigue.",69.45,2,9.06,6735.102352941176,485.88,25220.86,1.92,84.63,12909.08,10319.386764705883,525.71,38928.92,3.92,57.1975,18984.525,6659.030000000001,175.56,25220.86,0.01,5.6775,12909.08,4.205882352941177,4.0,11.0,1.0,2.0,6.0,1.3823529411764706,1.0,3.0,1.0,1.0,2.0
920,Mais ce n'est pas le cas,127.31,0,-3.44,7088.22,5199.075000000001,18188.15,9.67,1505.205,11544.345000000001,5792.805,3711.15,18310.95,11.08,902.665,7712.285,7088.22,5199.075000000001,18188.15,9.67,1505.205,11544.345000000001,2.5,2.5,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
921,Son allure donne l'impression que personne ne peut la séduire.,86.45,1,10.82,5049.269000000001,1475.0500000000002,22287.83,10.57,203.09500000000003,5168.5775,4944.790999999999,1777.9050000000002,23633.92,3.92,127.45,4351.099999999999,3565.9020000000005,893.6200000000001,14946.48,7.64,158.96,2933.2675,4.1,3.5,8.0,1.0,2.25,5.75,1.3,1.0,2.0,1.0,1.0,1.75
922,"Tourmenté par sa femme et par le beau monsieur, le berger raconta enfin tout ce qui lui était arrivé.",77.32,3,7.43,5030.682631578947,1276.29,32236.5,2.31,705.49,5367.81,5469.259999999999,2958.58,20879.73,5.41,530.1700000000001,6074.1900000000005,3338.7315789473682,1276.29,13652.76,1.08,273.53,3787.875,4.2631578947368425,4.0,9.0,2.0,2.5,5.5,1.5263157894736843,1.0,3.0,1.0,1.0,2.0
923,On trouve trois cent mille occurrences sur Google.,103.2,1,10.8,1846.1214285714284,380.8,8586.4,1.57,49.239999999999995,1927.8000000000002,1725.2314285714288,660.34,5320.47,7.43,138.75,2905.44,1695.75,284.45,8586.4,0.01,49.239999999999995,1450.4550000000002,5.142857142857143,5.0,11.0,2.0,3.5,5.5,1.2857142857142858,1.0,3.0,1.0,1.0,1.0
924,"Pour l'unilingue, à tout signifiant correspond un seul signifié",58.03,4,15.11,3727.1088888888894,891.45,12190.4,23.62,67.72,7078.55,4625.585555555556,915.27,19209.05,3.92,47.23,6198.24,3663.252222222222,461.2,12190.4,0.2,13.76,7078.55,4.888888888888889,4.0,10.0,1.0,2.0,8.0,1.6666666666666667,1.0,3.0,1.0,1.0,3.0
925,"Et bonne humeur pour finir, avec la charade habituelle du soir",85.44,1,8.45,4160.809090909091,1554.44,14946.48,0.53,294.435,5736.625,5769.403636363637,789.66,23633.92,0.74,238.00500000000002,6540.2,4027.2572727272723,578.93,14946.48,0.12,63.14,5736.625,4.636363636363637,4.0,10.0,2.0,3.0,5.5,1.5454545454545454,1.0,3.0,1.0,1.0,2.0
926,"Fabrice prit la poste, passa le Saint-Gothard ; son voyage fut rapide, et il entra en France par Pontarlier.",85.69,2,9.8,6686.995333333334,1753.02,32236.5,39.85,286.64,13066.005000000001,7619.594666666668,3727.09,23633.92,63.31,269.225,15458.779999999999,4281.568,112.19,14946.48,2.72,27.325,9299.380000000001,3.6666666666666665,3.0,6.0,2.0,2.0,5.0,1.2666666666666666,1.0,2.0,1.0,1.0,1.5
927,C'est un endroit magnifique pour la baignade et l'escalade.,72.75,2,11.86,5268.417777777778,218.24,14946.48,1.1,78.26,12087.62,7159.925555555555,137.57,23633.92,2.84,4.73,13550.68,5264.963333333334,196.75,14946.48,1.0,78.26,12087.62,4.111111111111111,2.0,10.0,1.0,2.0,7.0,1.4444444444444444,1.0,3.0,1.0,1.0,2.0
928,Je suis architecte. Et toi ?,98.89,1,2.64,8702.460000000001,2519.5,25983.2,9.98,2090.54,12909.08,6629.931999999999,949.12,20879.73,7.7,450.34,10862.77,8647.922,2519.5,25983.2,8.39,1819.44,12909.08,4.2,3.0,10.0,2.0,2.0,4.0,1.4,1.0,3.0,1.0,1.0,1.0
929,Peux-tu répéter cela?,34.68,1,7.32,5194.275000000001,3008.5150000000003,14661.76,98.31,393.9975,7808.7925000000005,1534.6975,1639.4250000000002,2659.8,200.14,606.4000000000001,2567.7225000000003,4230.080000000001,1118.17,14661.76,22.22,374.975,4973.275,4.25,4.0,7.0,2.0,3.5,4.75,1.75,1.5,3.0,1.0,1.0,2.25
930,Il est nécessaire que les gens soeint conscients de l'importance de l'écologie,77.06,3,13.27,9958.217272727272,4100.9,32236.5,15.15,78.26,19221.895,11568.50727272727,3315.95,38928.92,3.92,41.35,15458.779999999999,8720.999999999998,3330.88,25220.86,2.3,78.26,16320.31,3.727272727272727,3.0,10.0,1.0,2.0,3.5,1.2727272727272727,1.0,3.0,1.0,1.0,1.0
931,"Le chancelier autrichien a critiqué le fonctionnement de l'Agence européenne du médicament, ""trop lente pour approuver les vaccins"", ce qui conduit ""à des goulots d'étranglement"" dans la chaîne de production des sociétés pharmaceutiques, ajoute Der Standard.",37.98,11,17.65,4794.341666666667,76.86,25220.86,0.5,10.1475,6311.42,6660.267777777778,104.39,38928.92,1.42,7.4125,10624.93,4441.382777777778,44.595,25220.86,0.01,3.6825,6129.51,5.416666666666667,4.0,15.0,1.0,2.0,8.0,1.8055555555555556,1.0,4.0,1.0,1.0,3.0
932,"Pourtant, ce geste famillier rappelle quotidiennement la construction inégalitaire du Monde initiée au XVe siècle.",51.94,3,20.0,2467.5441666666666,188.775,14946.48,0.97,33.865,3901.9875,3379.8424999999993,323.38,23633.92,4.8,105.7125,3549.56,2450.5616666666665,106.86,14946.48,0.4,23.2925,3901.9875,6.166666666666667,5.5,15.0,2.0,2.0,8.0,1.8333333333333333,1.0,5.0,1.0,1.0,2.25
933,"Ce sont des pères, point final.",112.59,0,2.37,7441.73,3057.3250000000003,32236.5,18.2,392.8775,5846.5575,4955.91,1841.045,15085.47,19.39,423.5625,8708.3425,2156.0866666666666,817.865,6055.71,9.73,58.8625,4276.5825,4.0,4.5,5.0,2.0,3.25,5.0,1.1666666666666667,1.0,2.0,1.0,1.0,1.0
934,"Chaque acteur doit établir des relations triurnes impliquant les aspects énergétiques, émotionnel, et computationnel.",38.23,5,23.95,2616.4816666666666,74.86,12909.08,2.5,22.98,3938.355,4014.5266666666666,55.065,20879.73,0.41,31.755000000000003,3644.8675000000003,2388.866666666667,30.715000000000003,12909.08,0.74,3.08,2005.0575,6.583333333333333,6.5,12.0,2.0,3.75,9.25,2.1666666666666665,2.0,4.0,1.0,1.0,3.0
935,"""Quand j'ai appris la nouvelle, je me suis dit : 'On va s'entretuer'"", rapporte-t-elle au quotidien économique américain.",57.27,5,13.8,4154.850555555556,1088.1950000000002,25983.2,8.27,58.722500000000004,4827.2125,3437.151111111111,617.905,23633.92,2.91,43.68,4690.455,3542.3533333333335,986.11,25983.2,3.66,32.79,3648.95,4.388888888888889,3.5,10.0,1.0,2.0,7.5,1.6111111111111112,1.0,4.0,1.0,1.0,2.0
936,"Figurez-vous tous ces pauvres gens, entassés dans un logement insalubre, sous un plafond qui menace de s'effondrer à tout moment",61.58,5,13.17,4391.0199999999995,594.29,25220.86,0.36,30.36,5516.52,5421.515238095239,1032.7,38928.92,0.95,50.34,7923.24,4275.958571428571,594.29,25220.86,0.35,21.07,5344.98,4.571428571428571,4.0,9.0,1.0,3.0,7.0,1.5238095238095237,1.0,3.0,1.0,1.0,2.0
937,Ce chien m'apporte beaucoup de bonheur.,90.51,0,10.08,5239.6900000000005,424.765,25220.86,69.91,114.9375,4070.8250000000003,7118.433333333333,323.005,38928.92,14.73,167.91750000000002,2334.29,5228.83,392.385,25220.86,69.91,98.4475,4070.8250000000003,4.166666666666667,3.5,8.0,1.0,2.0,6.5,1.3333333333333333,1.0,2.0,1.0,1.0,1.75
938,"Cette histoire parle d'un berger qui une fois dans la montage avec ses moutons, entend un petit bruit.",93.05,0,8.87,3151.644444444444,1003.025,14946.48,6.66,160.5775,4420.165,4311.5361111111115,1340.98,23633.92,2.91,301.0,6942.532499999999,2984.9738888888887,665.7,14946.48,6.35,60.745,4420.165,4.444444444444445,4.5,8.0,1.0,3.0,5.75,1.3888888888888888,1.0,2.0,1.0,1.0,2.0
939,"Il dépeignait de longues processions , cavaliers, adolescents et jeunes filles, qui gravissaient en chantant les collines sacrées ; des temples couronnaient ces collines, des sanctuaires grandioses et délicats où s'abritaient les statues des dieux et des déesses, si belles qu'on les devinait non point de vulgaires images, mais bien la preuve visible de la divinité.",34.43,10,16.03,4465.542037037038,484.435,25220.86,2.24,20.1425,6055.71,6708.298703703703,507.02500000000003,38928.92,1.55,31.505,10624.93,4394.133703703705,61.455,25220.86,0.0,2.52,6055.71,5.37037037037037,5.0,12.0,1.0,2.25,8.0,1.5740740740740742,1.0,4.0,1.0,1.0,2.0
940,"En mourant, elles emportent avec elles tout un savoir traditionnel sur l'environnement.",62.34,2,17.1,2624.1,987.52,12087.62,6.85,334.9475,3907.845,3082.388333333333,1122.165,13550.68,3.92,323.63,4330.425,2200.598333333333,420.805,12087.62,1.3,59.36,2816.3050000000003,5.0,4.5,12.0,1.0,2.75,6.25,1.5833333333333333,1.0,4.0,1.0,1.0,2.0
941,"Le mot ""robot"" a été inventé par l'auteur tchèque Karel Capek de la pièce Rossum's Universal Robots (R.U.R), jouée en 1920, et qui mettait en scène des hommes décérébrés prenant la place des ouvriers dans les usines.",85.18,3,9.23,5525.366666666666,1123.55,32236.5,0.22,53.96,6055.71,7044.729696969696,1398.85,38928.92,0.0,51.35,10624.93,4067.473939393939,280.54,25220.86,0.09,14.56,6055.71,4.242424242424242,3.0,10.0,1.0,2.0,6.0,1.4848484848484849,1.0,4.0,1.0,1.0,2.0
942,Leur préservation est une affaire urgente.,68.43,1,13.97,6809.093333333333,338.825,32236.5,1.0,94.625,6029.345,4228.624999999999,340.44,15085.47,0.47,76.065,7297.852499999999,4635.791666666667,242.515,19417.69,1.0,54.26,6000.27,6.0,5.5,12.0,3.0,3.25,7.0,1.8333333333333333,1.5,4.0,1.0,1.0,2.0
943,"On éventrait la croûte, on mordait à même, on se brûlait, on se retirait vivement et la pomme de terre roulait quelquefois sur les genoux où une main leste la rattrapait à temps",70.47,4,8.25,5207.296060606061,2177.25,25220.86,0.61,54.24,8586.4,7224.412424242424,2068.11,38928.92,1.42,98.31,9587.97,5170.08,1546.44,25220.86,0.16,5.85,8586.4,4.303030303030303,3.0,11.0,1.0,2.0,6.0,1.4242424242424243,1.0,3.0,1.0,1.0,2.0
944,Ces analyses sont effectuées par la recherche d'anticorps ou par dépistage direct de l'agent pathogène.,66.66,4,15.36,5265.573333333333,78.26,32236.5,0.58,22.575000000000003,1753.02,5946.431333333333,54.8,38928.92,0.14,8.175,3727.09,3208.9893333333334,78.26,25220.86,0.32,11.34,1668.4850000000001,4.8,3.0,10.0,1.0,2.0,8.5,1.6666666666666667,1.0,3.0,1.0,1.0,2.5
945,Le caractère temporaire du remplacement pour cause d'acceptation de fonctions gouvernementales s'applique au dernier candidat devenu sénateur conformément à l'ordre de la liste.,29.1,9,21.12,4689.880869565217,78.26,25220.86,2.03,19.314999999999998,5736.625,6900.854782608694,62.16,38928.92,1.69,4.425,6540.2,4660.431304347826,78.26,25220.86,0.72,12.24,5736.625,5.521739130434782,5.0,16.0,1.0,2.0,8.5,1.9565217391304348,1.0,5.0,1.0,1.0,3.0
946,"Lundi, je retourne à l'école",84.17,0,3.8,7706.83,245.35,25983.2,36.94,78.26,12190.4,6078.2159999999985,290.88,19209.05,3.92,24.46,10862.77,7673.028,78.26,25983.2,36.01,77.27,12190.4,3.4,2.0,8.0,1.0,1.0,5.0,1.4,1.0,2.0,1.0,1.0,2.0
947,"Cependant il advint qu'au sortir des forêts, ce Lion fut pris dans des rets, dont ses rugissements ne le purent défaire.",82.65,2,9.23,5371.987619047619,884.26,32236.5,0.12,20.86,6055.71,4987.090952380951,1466.42,18310.95,0.27,33.04,10624.93,3046.8385714285714,219.21,13652.76,0.05,5.37,5219.1,4.476190476190476,4.0,12.0,2.0,3.0,6.0,1.4285714285714286,1.0,4.0,1.0,1.0,2.0
948,"Le télévendeur travaille à temps plein, à temps partiel ou en complément d'une autre activité.",66.66,3,11.88,3261.757333333333,786.09,13652.76,0.01,39.075,3636.815,4797.399999999999,870.14,19209.05,0.0,21.215,5581.215,3224.096666666667,668.48,13652.76,0.01,33.865,3636.815,4.933333333333334,5.0,11.0,1.0,2.0,7.5,1.6666666666666667,1.0,4.0,1.0,1.0,2.0
949,Ses premiers travaux importants sont réalisés au service du duc Ludovic Sforza à Milan.,60.31,3,12.35,4548.723333333333,383.405,32236.5,0.14,158.57,3901.9875,4235.828333333333,468.01,19209.05,0.34,74.0575,5712.415,1895.6666666666667,89.2,12190.4,0.14,10.6525,2021.21,5.0,4.5,10.0,1.0,2.75,7.25,1.75,1.5,4.0,1.0,1.0,2.0
950,"Hier, j'ai décidé de m'offrir une belle journée.",88.48,1,7.21,4317.65125,215.765,25220.86,64.31,148.64499999999998,2480.8575,6205.102500000001,196.79,38928.92,2.91,73.1625,2862.045,4253.526250000001,194.56,25220.86,64.31,86.5375,2190.0225,3.625,3.5,7.0,1.0,1.75,5.25,1.375,1.0,3.0,1.0,1.0,1.25
951,"Ces pratiques de bon sens ne nous épargneront pas une analyse plus approfondie des raisons pour lesquelles les usagers sont si fortement attachés à Internet, aux réseaux sociaux et au smartphone et pourquoi ils ont une telle crainte de ne plus pouvoir les utiliser.",51.94,6,12.61,6518.372790697674,3075.07,32236.5,0.07,40.385,8720.38,6969.260232558139,2659.8,38928.92,0.0,51.22,11712.869999999999,4822.213255813954,1222.51,25220.86,0.05,13.235,7907.85,4.883720930232558,4.0,11.0,1.0,3.0,7.0,1.6046511627906976,1.0,4.0,1.0,1.0,2.0
952,"Dernièrement, le ministre de l'éducation nationale a souhaité durcir l'interdiction des téléphones portables au collège qui existe déjà, mais qui, en pratique, n'est pas suffisamment appliquée parce qu'aucune sanction n'est prévue.",35.7,8,19.04,3511.1458064516137,78.26,25220.86,1.79,14.735,5347.785,4041.120322580645,81.15,38928.92,0.61,11.08,6622.87,3092.306451612904,22.07,25220.86,0.73,6.755,5262.014999999999,5.096774193548387,4.0,12.0,1.0,2.0,8.0,1.7096774193548387,1.0,4.0,1.0,1.0,2.0
953,Elle pouvait supporter tout cela.,69.45,1,10.76,2336.448,1058.64,5524.47,86.04,492.56,4520.53,2422.704,1639.19,6991.49,81.22,741.82,2659.8,1241.958,492.56,4520.53,30.04,108.02,1058.64,5.6,4.0,9.0,4.0,4.0,7.0,1.8,2.0,3.0,1.0,1.0,2.0
954,Les conditions de victoire et objectifs dépendent du type de carte jouée.,91.78,1,11.3,6473.061666666667,452.485,25220.86,18.91,56.93,9767.555,10093.220833333331,260.71000000000004,38928.92,12.43,84.525,16216.6575,6408.595833333333,188.365,25220.86,2.01,16.705000000000002,9767.555,5.083333333333333,4.5,10.0,2.0,2.0,8.25,1.5,1.0,3.0,1.0,1.0,2.0
955,Elle est au chômage en ce moment,104.22,0,1.57,7407.092857142857,4520.53,32236.5,12.5,2085.67,5454.39,5683.465714285715,5322.5,15085.47,5.41,1823.4099999999999,7862.03,5571.499999999999,4520.53,19417.69,12.5,2070.5,5454.39,3.7142857142857144,3.0,7.0,2.0,2.0,5.0,1.2857142857142858,1.0,2.0,1.0,1.0,1.5
956,"Je suis allé une fois en thalassothérapie, il y a deux ans.",84.42,1,4.05,7547.299166666668,5018.115,25983.2,0.01,981.5699999999999,10800.310000000001,5674.245,2970.8450000000003,15832.09,0.2,1092.28,9906.67,5672.5216666666665,3082.995,25983.2,0.01,853.98,6740.145,3.8333333333333335,3.0,16.0,1.0,2.0,4.0,1.5,1.0,6.0,1.0,1.0,1.0
957,"Le jour de la rentrée au collège, Pierre fait connaissance avec un nouvel élève de sa classe.",101.43,0,8.0,6501.392352941177,1276.29,25220.86,11.58,67.17,12087.62,9048.971176470588,3732.43,38928.92,22.23,108.92,13550.68,6086.181176470588,1276.29,25220.86,11.3,36.6,12087.62,4.411764705882353,4.0,12.0,2.0,2.0,6.0,1.411764705882353,1.0,3.0,1.0,1.0,2.0
958,"Pour beaucoup de jeunes, l'établissement scolaire permet de gagner sa liberté et son autonomie.",52.95,3,14.84,5357.42357142857,461.505,25220.86,2.76,102.86250000000001,5744.02,8205.588571428572,515.3050000000001,38928.92,2.16,118.69749999999999,5822.7175,5315.192857142856,359.36,25220.86,2.76,65.66,5744.02,4.714285714285714,5.0,9.0,1.0,2.0,6.75,1.6428571428571428,1.0,4.0,1.0,1.0,2.0
959,"Au nom du mot 'tradition, ' ils demandent que les autochtones se conforment à celles-ci.",82.39,3,10.72,2917.1700000000005,1861.77,12190.4,0.84,95.935,4010.1124999999997,4345.772142857143,1896.9950000000001,19209.05,1.69,179.7275,6271.4525,2787.706428571429,1670.97,12190.4,0.13,20.779999999999998,3636.0325000000003,4.285714285714286,3.0,11.0,1.0,2.0,5.25,1.2857142857142858,1.0,3.0,1.0,1.0,1.0
960,Tu envoyais un message à tes amis chaque soir avant de te coucher.,105.49,0,5.5,5508.899230769232,690.24,25220.86,117.11,360.16,12087.62,5964.5276923076935,562.64,38928.92,42.57,196.22,2537.03,5432.707692307693,555.85,25220.86,1.58,246.29,12087.62,4.076923076923077,4.0,8.0,1.0,2.0,6.0,1.4615384615384615,1.0,3.0,1.0,1.0,2.0
961,C'est le cas par exemple des agriculteurs,104.22,1,8.24,3120.6500000000005,280.59,13652.76,1.06,50.705,3904.365,4716.205714285715,217.36,18310.95,1.76,65.67500000000001,7176.01,3120.3928571428573,280.59,13652.76,0.63,50.019999999999996,3904.365,4.428571428571429,3.0,12.0,1.0,2.5,5.0,1.5714285714285714,1.0,4.0,1.0,1.0,1.5
962,De nombreux opposants au projet se sont rassemblés en dépit de l'interdiction de manifester.,52.95,4,14.03,8598.320714285715,1446.015,32236.5,1.63,30.6525,20338.065000000002,10913.252857142857,2696.25,38928.92,1.42,46.265,13497.244999999999,6394.088571428571,763.645,25220.86,1.28,11.8375,5201.6975,4.642857142857143,3.0,10.0,1.0,2.0,7.5,1.7142857142857142,1.0,4.0,1.0,1.0,2.0
